striking_01,0.096138,0.70286,183.3423,222.3914,1042.0052,0.084451,0.46938,G# maj,0.12979,3,どんどん,釘,打つ
swish_01,0.027054,0.52344,81.603,4155.9309,14580.8716,0.74528,0.47356,F maj,0.16241,5,さっさっ,布,衣擦れ
switch_02,0.072919,0.83333,undefined,2166.9074,13014.1296,0.79156,0.44218,A maj,0.080671,7,ちっ,スイッチ,undefined
tea_with_a_spoon_01,0.0091617,0.64935,136.6555,2724.842,14653.656,0.94096,0.45365,D# min,-0.088374,8,からんからん,スプーン,混ぜる
tissue_01,0.10397,0.75,undefined,1652.4629,12953.6133,0.63803,0.43521,D min,-0.093153,9,ざっ,ティッシュ,undefined
toaster_01,0.044698,0.82353,152.8924,2136.0975,13853.0273,0.80066,0.48166,C# maj,0.10542,7,ばん,トースター,undefined
underwater_01,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,3,ぼこぼこ,水,undefined
vibration_01,0.27549,0.29846,133.334,493.9063,5382.7515,0.51656,0.40391,D# min,-0.0072262,2,ぶーぶー,バイブレーション,undefined
water_01,0.094194,0.52593,107.7661,8012.2918,13402.2217,0.92739,0.49182,F maj,0.035547,5,じゃー,水,undefined
water_07,0.14189,0.48681,124.3238,9242.5529,15249.115,0.9656,0.4978,B min,-0.037139,5,じゃー,水,undefined
water_11,0.037103,0.62747,76.7375,3923.0957,12705.7674,0.87124,0.49601,F min,-0.010274,8,びちゃびちゃ,水,undefined
wave_01,0.20184,0.51376,168.6258,1426.2881,4318.3325,0.46528,0.49593,D min,-0.036298,2,ざー,海,波
zenmai_01,0.030392,0.63218,160.2703,4721.1283,13899.3462,0.93834,0.49325,F min,-0.053106,8,かちかち,ゼンマイ,undefined
zipper_01,0.11251,0.44068,180.3451,2018.8297,13264.5264,0.57161,0.47737,F min,-0.11188,8,じーじー,ジッパー,undefined
zipper_02,0.12198,0.46667,133.551,2543.4033,13419.4336,0.57377,0.476,A# maj,0.043247,8,ぶーぶー,ジッパー,undefined
